Comprende los objetivos del equipo y los objetivos de la empresa.,Ve cómo la contribución personal impacta el negocio.,Toma medidas basadas en la comprensión de las necesidades del cliente y del consumidor.,Pregunta activamente para aprender sobre el negocio para tomar decisiones apropiadas,Comprende el impacto de nuestras operaciones en la comunidad.,Participa en actividades dentro de la comunidad.,Asume la responsabilidad de sus propias acciones y consecuencias.,Muestra congruencia en palabras y acciones.,Vive los valores y principios de Nestlé.,Actúa teniendo en cuenta la reputación y el mejor interés de la organización.,Interactúa con integridad y honestidad.,Admite errores.,Logra resultados en el cumplimiento de los Principios empresariales corporativos de Nestlé.,Muestra un impulso para alcanzar objetivos ambiciosos de desempeño y estándares de calidad.,Planea y prioriza el trabajo de manera efectiva.,Aprovecha cada oportunidad para hacer más de lo esperado.,No duda en actuar.,Persigue objetivos con energía y conduce hasta su finalización.,Asume la responsabilidad de entregar los resultados esperados (qué y cómo).,Busca activamente comentarios de otros.,Crea y ejecuta planes de desarrollo personal.,Aprovecha todas las oportunidades para aprender y crecer.,Aprende de los éxitos y errores.,Tiene recursos para perseguir objetivos de aprendizaje.,"Tiene una gran autoconciencia personal: fortalezas, debilidades, oportunidades y límites.",Obtiene la confianza y el apoyo de los demás.,Está preparado para hacer compromisos para lograr los objetivos del grupo.,"Contribuye activamente con ideas, energía y el deseo de tener éxito como equipo.",Influye sin autoridad.,Se interesa y escucha atentamente las ideas de los demás.,Funciona a través de desacuerdos sin dañar las relaciones.,Anticipa problemas futuros y trabaja para minimizarlos o prevenirlos.,"Afronta nuevos problemas, abre nuevos caminos y desarrolla planes de contingencia.",Inicia y contribuye a la innovación y la mejora continua.,Es de mente abierta hacia nuevas y diferentes formas de hacer las cosas.,Desafía constructivamente el por qué y pregunta por qué no.,Actúa de manera decisiva y proactiva.,Comprende los objetivos del equipo y los objetivos de la empresa._AUTOEVALUCIÓN,Ve cómo la contribución personal impacta el negocio._AUTOEVALUCIÓN,Toma medidas basadas en la comprensión de las necesidades del cliente y del consumidor._AUTOEVALUCIÓN,Pregunta activamente para aprender sobre el negocio para tomar decisiones apropiadas_AUTOEVALUCIÓN,Comprende el impacto de nuestras operaciones en la comunidad._AUTOEVALUCIÓN,Participa en actividades dentro de la comunidad._AUTOEVALUCIÓN,Asume la responsabilidad de sus propias acciones y consecuencias._AUTOEVALUCIÓN,Muestra congruencia en palabras y acciones._AUTOEVALUCIÓN,Vive los valores y principios de Nestlé._AUTOEVALUCIÓN,Actúa teniendo en cuenta la reputación y el mejor interés de la organización._AUTOEVALUCIÓN,Interactúa con integridad y honestidad._AUTOEVALUCIÓN,Admite errores._AUTOEVALUCIÓN,Logra resultados en el cumplimiento de los Principios empresariales corporativos de Nestlé._AUTOEVALUCIÓN,Muestra un impulso para alcanzar objetivos ambiciosos de desempeño y estándares de calidad._AUTOEVALUCIÓN,Planea y prioriza el trabajo de manera efectiva._AUTOEVALUCIÓN,Aprovecha cada oportunidad para hacer más de lo esperado._AUTOEVALUCIÓN,No duda en actuar._AUTOEVALUCIÓN,Persigue objetivos con energía y conduce hasta su finalización._AUTOEVALUCIÓN,Asume la responsabilidad de entregar los resultados esperados (qué y cómo)._AUTOEVALUCIÓN,Busca activamente comentarios de otros._AUTOEVALUCIÓN,Crea y ejecuta planes de desarrollo personal._AUTOEVALUCIÓN,Aprovecha todas las oportunidades para aprender y crecer._AUTOEVALUCIÓN,Aprende de los éxitos y errores._AUTOEVALUCIÓN,Tiene recursos para perseguir objetivos de aprendizaje._AUTOEVALUCIÓN,"Tiene una gran autoconciencia personal: fortalezas, debilidades, oportunidades y límites._AUTOEVALUCIÓN",Obtiene la confianza y el apoyo de los demás._AUTOEVALUCIÓN,Está preparado para hacer compromisos para lograr los objetivos del grupo._AUTOEVALUCIÓN,"Contribuye activamente con ideas, energía y el deseo de tener éxito como equipo._AUTOEVALUCIÓN",Influye sin autoridad._AUTOEVALUCIÓN,Se interesa y escucha atentamente las ideas de los demás._AUTOEVALUCIÓN,Funciona a través de desacuerdos sin dañar las relaciones._AUTOEVALUCIÓN,Anticipa problemas futuros y trabaja para minimizarlos o prevenirlos._AUTOEVALUCIÓN,"Afronta nuevos problemas, abre nuevos caminos y desarrolla planes de contingencia._AUTOEVALUCIÓN",Inicia y contribuye a la innovación y la mejora continua._AUTOEVALUCIÓN,Es de mente abierta hacia nuevas y diferentes formas de hacer las cosas._AUTOEVALUCIÓN,Desafía constructivamente el por qué y pregunta por qué no._AUTOEVALUCIÓN,Actúa de manera decisiva y proactiva._AUTOEVALUCIÓN,Global Pay Grade,Function,Position,Technical Entry Date (date format),Age
3,4,3,3,3,3,3,4,4,4,4,4,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,3,4,3,4,K,Operations,Analista Compras Operativas,1716,25-29
4,4,4,3,4,4,4,3,4,3,4,4,3,4,3,4,4,3,4,3,4,4,3,3,3,4,4,4,3,4,4,3,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,L,Marketing & Sales,Vendedor OOH y FS,1701,20-24
2,1,3,2,1,2,2,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,3,2,2,2,3,2,3,3,2,3,2,4,3,3,4,4,3,4,3,4,4,4,3,3,3,2,2,3,4,3,4,3,4,4,4,3,4,2,4,3,3,3,2,2,2,3,3,3,L,Marketing & Sales,Vendedor OOH y FS,1701,35-39
4,3,3,4,3,3,4,4,4,4,4,3,4,3,3,3,2,3,3,3,3,4,4,3,3,4,3,4,3,3,3,3,3,3,4,3,4,4,3,3,4,3,1,4,4,4,4,4,4,3,3,2,3,2,2,2,1,2,4,3,4,2,3,3,3,2,4,3,3,3,3,3,2,3,L,Marketing & Sales,Vendedor OOH y FS,1701,30-34
4,4,4,4,4,2,3,3,3,3,4,4,4,4,4,4,4,4,3,2,4,4,3,4,3,4,4,4,3,3,2,4,2,3,3,4,4,4,3,2,4,4,3,4,4,3,3,4,4,3,4,3,3,4,4,4,4,3,3,4,2,3,3,4,4,3,3,4,4,4,3,4,4,4,K,Marketing & Sales,Analista Soporte Canales,1701,30-34
3,3,3,3,4,3,3,4,4,4,4,3,4,3,4,3,3,4,3,3,4,3,3,4,3,4,4,3,3,4,4,3,3,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,3,3,J,Operations,Customer Service Specialist Expo,1716,30-34
3,3,4,3,3,2,3,4,4,3,3,3,4,3,4,4,3,3,4,2,3,3,3,3,4,4,3,3,2,3,3,3,3,3,3,3,3,4,4,4,3,3,2,4,4,4,4,4,4,3,2,2,3,3,3,4,2,3,4,4,4,2,2,3,3,4,3,3,4,3,2,2,3,3,L,Marketing & Sales,Vendedor Bebidas,1701,25-29
4,4,4,4,4,2,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,2,3,3,3,2,4,4,3,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,3,4,3,3,4,4,4,4,4,4,3,4,4,3,3,4,4,4,3,4,M,Marketing & Sales,Vendedor Telemarketing FS,1701,50-54
4,3,4,4,3,4,3,3,4,4,4,3,3,3,4,3,4,4,3,3,4,4,3,3,4,4,4,4,3,3,3,3,4,3,4,4,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,3,4,4,3,4,3,3,4,4,4,3,4,K,Marketing & Sales,Supervisor Ventas,1701,25-29
4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,3,4,3,3,3,3,3,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,3,3,4,4,3,3,2,3,4,3,4,2,3,3,3,3,3,4,3,3,4,4,3,I,Operations,Coordinador Laboratorio Quimico,1701,55-59
3,3,3,2,2,3,3,2,3,3,3,4,3,3,2,2,3,2,3,4,3,3,4,3,3,3,3,3,2,3,3,3,3,3,2,3,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,4,3,4,4,3,4,4,4,L,Operations,Tecnico MANTO Mecanico,1701,35-39
3,3,4,4,3,3,3,4,4,4,4,4,3,3,4,4,4,4,4,3,3,4,3,4,4,4,3,4,3,4,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,3,3,4,4,4,4,4,4,3,4,L,Operations,Tecnico  Liquidacion,1701,45-49
4,4,2,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4,3,4,3,4,4,4,3,3,3,4,2,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,3,4,3,3,4,3,2,2,4,4,4,3,3,4,3,2,3,3,4,4,3,4,4,4,L,Marketing & Sales,Vendedor Bebidas,1701,35-39
3,3,3,3,3,3,3,2,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,2,3,2,3,3,3,1,2,2,1,1,1,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,L,Operations,Tecnico MANTO Mecanico,1686,35-39
3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,4,2,4,3,3,4,4,4,3,3,3,4,3,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,L,Operations,Tecnico Supervisor de Turno,1686,45-49
3,2,3,2,3,2,3,4,3,4,4,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,2,2,3,4,3,2,2,2,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,K,Marketing & Sales,Supervisor Mercadeo,1686,40-44
4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,3,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,L,Marketing & Sales,Vendedor,1686,35-39
4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,3,4,4,4,3,4,4,3,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3,4,3,3,K,Marketing & Sales,Asesor Nutricional,1686,30-34
4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,3,3,4,4,3,4,3,3,4,4,3,4,4,4,3,4,4,3,4,3,3,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,2,3,3,3,4,3,2,3,2,2,3,3,2,3,2,3,2,3,K,Operations,Quality Analyst,1683,25-29
4,4,3,4,4,3,3,4,4,4,3,3,4,3,4,3,4,4,3,3,3,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,J,Human Resources,Especialista CoS,1686,40-44
2,3,2,3,3,4,2,2,3,2,2,3,4,4,3,4,4,3,3,2,4,4,4,2,2,3,3,3,2,4,3,2,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,J,Marketing & Sales,Team Leader Boutique,1686,25-29
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,3,4,3,3,K,Marketing & Sales,Supervisor Sales Analyst,1686,30-34
3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,3,4,4,4,3,4,4,4,3,3,2,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,3,4,3,2,3,4,4,4,3,4,4,3,4,3,3,2,3,4,3,3,4,3,4,3,3,K,Marketing & Sales,Vendedor Mayoreo,1686,45-49
4,4,3,2,3,3,4,4,3,3,4,4,3,2,2,2,3,2,3,2,2,3,4,4,3,4,3,3,4,3,4,2,2,2,3,2,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,3,3,3,3,4,4,3,3,4,3,3,4,4,4,L,Operations,Tecnico Soporte Linea,1670,35-39
4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,4,4,3,3,3,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,4,4,4,3,4,3,4,4,4,3,4,4,4,3,3,4,J,Marketing & Sales,Veterinary Adviser Specialist,1670,30-34
3,3,2,2,2,2,3,3,3,4,4,3,3,3,2,2,3,2,3,3,2,3,3,3,3,4,3,3,3,3,3,2,2,3,3,3,2,4,4,3,4,3,4,4,3,3,4,3,4,3,3,2,2,3,2,3,4,3,4,3,3,4,3,3,3,3,4,4,2,3,3,4,3,4,I,Marketing & Sales,Coordinador Cuentas Clave,1670,30-34
4,4,3,4,3,4,4,4,4,4,4,4,3,3,3,2,3,3,3,3,2,3,3,4,4,4,4,4,3,4,3,2,2,3,4,3,3,4,4,3,4,4,3,4,4,4,3,4,4,3,3,3,4,3,4,4,4,4,4,4,3,3,4,4,4,3,4,4,3,4,3,4,4,3,J,Marketing & Sales,Especialista Informacion Ventas,1670,25-29
3,3,2,3,2,2,3,2,3,3,3,2,3,3,2,3,3,3,3,2,2,2,3,2,3,3,3,3,2,3,2,2,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,J,Business Services,Especialista Envase y Embalaje,1670,25-29
2,3,2,3,3,2,2,3,3,3,3,1,3,3,2,3,3,4,4,1,2,2,1,3,2,2,4,4,4,2,1,3,2,3,2,3,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,K,Operations,Analista Envase y Embalaje,1670,40-44
3,3,3,4,2,3,3,3,4,4,4,4,3,4,3,4,3,4,3,4,4,3,4,4,3,3,3,4,3,4,4,2,2,3,3,2,2,3,3,2,4,3,3,4,4,4,4,4,3,3,3,2,3,4,4,4,4,3,4,4,4,4,4,3,4,3,4,3,3,2,3,4,4,4,I,Marketing & Sales,Coordinador Marketing,1670,30-34
3,2,3,3,4,4,4,3,4,4,3,4,4,3,3,4,2,3,2,2,3,4,3,3,3,3,3,4,3,4,4,3,3,2,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,J,Marketing & Sales,Especialista Trade Marketing,1655,30-34
3,4,3,3,3,3,4,4,4,4,4,4,3,3,2,3,3,3,3,2,2,3,4,4,3,4,3,3,4,4,4,3,3,3,3,2,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,4,4,3,3,3,3,4,4,4,4,3,3,3,4,4,3,4,3,4,4,4,M,Operations,Asistente Higienista,1655,30-34
3,3,4,3,3,3,4,4,4,3,4,4,3,3,2,3,3,3,3,3,2,3,4,4,3,4,3,3,4,4,4,3,3,3,4,2,3,4,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,M,Operations,Asistente Higienista,1655,30-34
4,4,4,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,2,2,4,4,4,2,3,4,4,2,4,4,4,4,3,4,4,3,J,Research & Development,Especialista Innovacion Tecnologica,1655,25-29
3,3,3,4,3,3,4,3,4,4,4,3,4,3,3,2,3,3,3,3,2,3,3,4,3,3,3,3,2,4,4,3,3,3,4,3,3,3,3,3,3,4,2,4,3,4,4,4,4,3,3,3,2,3,3,4,3,3,3,4,3,3,4,4,3,4,4,3,2,3,3,4,4,3,I,Marketing & Sales,Sales Promoter Coordinator,1655,25-29
3,3,3,3,3,2,4,4,3,4,3,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,3,4,4,3,3,4,4,M,Operations,Asistente Recepcion Materias Primas,1655,35-39
3,3,4,3,3,3,4,4,3,3,3,4,3,4,3,3,4,4,3,3,3,3,4,4,3,4,3,4,3,3,3,3,4,3,4,3,4,4,3,3,3,4,3,4,4,4,4,4,3,3,4,4,3,3,3,4,3,4,3,3,3,4,4,4,4,4,3,4,4,3,3,3,4,4,K,Operations,Analista Fabricacion,1655,40-44
3,3,3,3,4,4,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2,4,3,3,2,3,2,3,3,2,3,3,3,3,3,4,3,3,3,4,3,4,3,4,4,4,4,3,3,2,3,2,3,3,3,3,4,4,3,3,4,4,3,3,4,3,2,3,3,4,4,3,J,Marketing & Sales,Category Management Specialist,1655,25-29
4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,3,3,4,3,3,4,4,4,3,3,3,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,J,Marketing & Sales,Especialista Cuentas Clave,1655,25-29
4,3,4,3,4,3,4,4,4,4,4,4,4,3,3,4,4,4,3,4,3,4,4,3,3,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,3,3,4,3,4,J,Marketing & Sales,Veterinary Adviser Specialist,1639,30-34
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,4,I,Research & Development,Coordinador Procesos,1639,25-29
4,4,3,4,3,2,3,4,4,3,4,4,4,4,4,4,3,4,3,2,3,4,4,4,3,4,4,3,4,3,3,3,2,2,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,I,Marketing & Sales,Coordinador Regional Trade Marketing,1639,35-39
3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,1,3,3,2,2,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,4,3,3,3,4,4,3,4,4,3,4,4,4,3,4,I,Operations,Coordinador Seguridad/Ambiente,1639,35-39
4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,4,3,3,J,Legal,Especialista Legal,1639,25-29
4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,4,4,4,3,3,4,4,3,3,3,2,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,3,3,2,2,4,4,3,I,Marketing & Sales,Coordinador Trade Marketing,1639,25-29
3,3,3,3,3,3,4,3,3,3,3,4,3,2,3,2,3,3,3,3,2,3,3,3,2,3,3,2,2,3,3,3,2,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,M,Research & Development,Asistente Limpieza Laboratorio,1231,25-29
4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,3,3,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,L,Operations,Tecnico Cajero,1624,30-34
3,3,2,4,3,2,3,4,3,3,4,3,3,3,3,4,3,3,3,3,2,2,2,3,2,4,3,4,3,3,3,2,3,4,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,K,Operations,Analista Soporte Almacen,1624,25-29
3,3,3,4,3,3,4,4,4,3,4,3,3,3,3,4,3,4,4,4,3,3,3,3,3,3,4,4,3,3,3,2,3,3,4,3,3,4,4,3,4,4,3,4,3,4,4,4,4,3,4,4,3,3,4,4,4,3,4,4,4,3,4,4,3,4,4,2,3,3,3,4,4,3,J,Operations,Especialista MRP,1624,25-29
4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,3,4,4,4,4,3,4,3,4,3,4,3,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4,4,4,4,3,3,3,4,3,4,3,4,3,4,I,Marketing & Sales,Coordinador Cuentas Clave,1624,25-29
3,3,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,4,3,4,4,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,J,Marketing & Sales,Team Leader Boutique,1624,25-29
3,3,3,4,3,3,4,4,4,4,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,4,4,3,3,3,3,3,2,3,3,3,4,4,4,3,3,3,3,3,3,3,4,3,3,4,4,3,3,4,4,3,4,3,3,3,3,3,3,3,J,Marketing & Sales,Webmaster Specilist,1624,25-29
4,4,4,4,4,3,4,4,4,4,4,3,3,4,3,3,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,K,Marketing & Sales,Asesor Nutricional,1624,35-39
3,3,3,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,3,3,4,4,3,3,4,4,3,4,3,3,4,4,4,4,2,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,J,Marketing & Sales,Jefe de Distrito,1624,30-34
3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,2,3,3,3,3,2,2,3,3,2,2,2,3,3,3,2,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,I,Marketing & Sales,Key Account Coordinator,1624,35-39
4,4,2,3,4,3,4,4,4,4,4,4,4,3,3,2,3,2,3,2,2,4,4,4,4,3,3,2,4,4,2,2,2,2,4,2,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,3,2,3,4,4,4,3,4,4,2,2,4,4,3,2,2,4,3,3,I,Marketing & Sales,Coordinador Cuentas Clave,1624,25-29
3,3,3,4,4,2,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,L,Marketing & Sales,Asesor Nutricional JR.,1624,30-34
3,4,3,3,3,3,2,3,3,3,4,2,3,2,3,1,3,2,2,3,3,3,2,3,3,3,3,3,4,4,4,2,3,2,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,J,Operations,Especialista Seguridad/Ambiente,1611,30-34
3,2,2,3,2,2,3,2,3,3,4,4,3,3,2,2,3,2,2,2,3,3,4,2,3,3,3,2,3,4,3,2,2,3,2,2,2,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,L,Marketing & Sales,Vendedor NN,1611,25-29
4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,3,3,3,3,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,3,4,3,4,4,3,4,4,4,4,4,L,Marketing & Sales,Vendedor OOH y FS,1611,35-39
4,4,3,4,4,4,3,3,4,4,4,4,4,3,3,3,4,4,4,3,3,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,J,Marketing & Sales,Veterinary Adviser Specialist,1611,40-44
3,4,3,4,3,3,3,3,3,4,4,3,3,3,3,3,4,2,3,3,2,4,4,3,3,4,3,4,3,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,L,Marketing & Sales,Vendedor OOH y FS,1611,30-34
4,3,3,4,4,4,4,3,4,3,4,4,4,3,3,3,3,3,3,4,4,4,3,4,3,3,3,4,3,4,4,4,3,3,4,3,3,3,4,3,3,3,3,4,4,3,3,4,4,3,3,2,3,3,4,3,4,3,3,4,3,3,3,3,3,4,3,3,2,3,3,3,3,3,J,Operations,Especialista SHE,1611,30-34
3,4,4,4,3,3,4,4,3,4,4,4,3,4,3,4,4,4,3,3,4,4,3,3,4,4,3,4,4,4,4,3,3,3,4,3,2,4,4,4,4,4,3,4,3,4,4,4,4,4,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,I,Operations,Coordinador MRP,1611,30-34
2,2,2,2,3,2,2,2,2,2,3,3,3,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,3,2,1,2,2,1,2,3,3,4,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,4,3,4,4,4,3,3,3,3,3,3,4,3,3,4,4,4,3,3,J,Marketing & Sales,Especialista Ventas Canales Alternos,1611,30-34
3,3,4,4,3,4,3,4,4,4,3,2,4,4,3,4,3,3,3,3,3,4,3,3,3,3,4,3,4,3,3,2,3,3,3,3,3,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,2,4,4,3,4,4,4,4,4,4,4,4,L,Marketing & Sales,Vendedor Bebidas,1611,35-39
